group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
i32 same input,i32 :: naive_midpoint,,,,1279500.0,ns,665848
i32 same input,i32 :: naive_midpoint,,,,1907800.0,ns,1331696
i32 same input,i32 :: naive_midpoint,,,,2548000.0,ns,1997544
i32 same input,i32 :: naive_midpoint,,,,3252700.0,ns,2663392
i32 same input,i32 :: naive_midpoint,,,,4568900.0,ns,3329240
i32 same input,i32 :: naive_midpoint,,,,5455800.0,ns,3995088
i32 same input,i32 :: naive_midpoint,,,,6383000.0,ns,4660936
i32 same input,i32 :: naive_midpoint,,,,7329900.0,ns,5326784
i32 same input,i32 :: naive_midpoint,,,,8153200.0,ns,5992632
i32 same input,i32 :: naive_midpoint,,,,9317900.0,ns,6658480
i32 same input,i32 :: naive_midpoint,,,,10157200.0,ns,7324328
i32 same input,i32 :: naive_midpoint,,,,11040200.0,ns,7990176
i32 same input,i32 :: naive_midpoint,,,,12024700.0,ns,8656024
i32 same input,i32 :: naive_midpoint,,,,12899900.0,ns,9321872
i32 same input,i32 :: naive_midpoint,,,,13895200.0,ns,9987720
i32 same input,i32 :: naive_midpoint,,,,15321400.0,ns,10653568
i32 same input,i32 :: naive_midpoint,,,,14496800.0,ns,11319416
i32 same input,i32 :: naive_midpoint,,,,16183700.0,ns,11985264
i32 same input,i32 :: naive_midpoint,,,,22516600.0,ns,12651112
i32 same input,i32 :: naive_midpoint,,,,19233300.0,ns,13316960
i32 same input,i32 :: naive_midpoint,,,,19705500.0,ns,13982808
i32 same input,i32 :: naive_midpoint,,,,19094100.0,ns,14648656
i32 same input,i32 :: naive_midpoint,,,,19604100.0,ns,15314504
i32 same input,i32 :: naive_midpoint,,,,20655200.0,ns,15980352
i32 same input,i32 :: naive_midpoint,,,,21271900.0,ns,16646200
i32 same input,i32 :: naive_midpoint,,,,21983900.0,ns,17312048
i32 same input,i32 :: naive_midpoint,,,,24223800.0,ns,17977896
i32 same input,i32 :: naive_midpoint,,,,25742800.0,ns,18643744
i32 same input,i32 :: naive_midpoint,,,,25982700.0,ns,19309592
i32 same input,i32 :: naive_midpoint,,,,27319800.0,ns,19975440
i32 same input,i32 :: naive_midpoint,,,,28705900.0,ns,20641288
i32 same input,i32 :: naive_midpoint,,,,28686100.0,ns,21307136
i32 same input,i32 :: naive_midpoint,,,,28053500.0,ns,21972984
i32 same input,i32 :: naive_midpoint,,,,38674200.0,ns,22638832
i32 same input,i32 :: naive_midpoint,,,,31401800.0,ns,23304680
i32 same input,i32 :: naive_midpoint,,,,30462200.0,ns,23970528
i32 same input,i32 :: naive_midpoint,,,,33477000.0,ns,24636376
i32 same input,i32 :: naive_midpoint,,,,53339800.0,ns,25302224
i32 same input,i32 :: naive_midpoint,,,,35364400.0,ns,25968072
i32 same input,i32 :: naive_midpoint,,,,37333600.0,ns,26633920
i32 same input,i32 :: naive_midpoint,,,,38032900.0,ns,27299768
i32 same input,i32 :: naive_midpoint,,,,38945800.0,ns,27965616
i32 same input,i32 :: naive_midpoint,,,,37730400.0,ns,28631464
i32 same input,i32 :: naive_midpoint,,,,40291700.0,ns,29297312
i32 same input,i32 :: naive_midpoint,,,,39101800.0,ns,29963160
i32 same input,i32 :: naive_midpoint,,,,39710700.0,ns,30629008
i32 same input,i32 :: naive_midpoint,,,,42601500.0,ns,31294856
i32 same input,i32 :: naive_midpoint,,,,44185600.0,ns,31960704
