group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,2243800.0,ns,740844
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,3618300.0,ns,1481688
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,4671800.0,ns,2222532
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,4220100.0,ns,2963376
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,4528000.0,ns,3704220
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,5318500.0,ns,4445064
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,8819300.0,ns,5185908
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,7413100.0,ns,5926752
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,8408100.0,ns,6667596
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,9455700.0,ns,7408440
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,11775800.0,ns,8149284
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,11068800.0,ns,8890128
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,12501800.0,ns,9630972
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,13066800.0,ns,10371816
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,14262900.0,ns,11112660
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,18334300.0,ns,11853504
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,21076700.0,ns,12594348
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,17158100.0,ns,13335192
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,18402800.0,ns,14076036
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,19145400.0,ns,14816880
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,19560400.0,ns,15557724
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,22572900.0,ns,16298568
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,22876900.0,ns,17039412
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,26214000.0,ns,17780256
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,28372600.0,ns,18521100
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,24437500.0,ns,19261944
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,26255600.0,ns,20002788
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,26866800.0,ns,20743632
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,27951000.0,ns,21484476
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,31832600.0,ns,22225320
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,36114600.0,ns,22966164
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,33468600.0,ns,23707008
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,34542900.0,ns,24447852
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,34511500.0,ns,25188696
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,35488100.0,ns,25929540
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,35480700.0,ns,26670384
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,40910200.0,ns,27411228
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,38596700.0,ns,28152072
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,38806900.0,ns,28892916
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,39830900.0,ns,29633760
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,43237100.0,ns,30374604
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,42404800.0,ns,31115448
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,40830500.0,ns,31856292
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,42701200.0,ns,32597136
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,45555900.0,ns,33337980
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,46486700.0,ns,34078824
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,45553900.0,ns,34819668
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,55591200.0,ns,35560512
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,48758600.0,ns,36301356
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,52475100.0,ns,37042200
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,51749800.0,ns,37783044
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,49910800.0,ns,38523888
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,55087100.0,ns,39264732
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,58742400.0,ns,40005576
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,55638200.0,ns,40746420
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,59730300.0,ns,41487264
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,57197300.0,ns,42228108
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,59947500.0,ns,42968952
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,58374300.0,ns,43709796
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,61538000.0,ns,44450640
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,61248000.0,ns,45191484
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,62945400.0,ns,45932328
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,64694500.0,ns,46673172
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,63813900.0,ns,47414016
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,67521800.0,ns,48154860
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,65966300.0,ns,48895704
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,67745900.0,ns,49636548
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,68807800.0,ns,50377392
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,70453500.0,ns,51118236
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,68581900.0,ns,51859080
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,69762600.0,ns,52599924
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,73947800.0,ns,53340768
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,76583500.0,ns,54081612
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,72896200.0,ns,54822456
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,76258600.0,ns,55563300
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,74359000.0,ns,56304144
u8 same input,u8 :: midpoint_via_primitive_promotion,,,,78526800.0,ns,57044988
