group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,1069300.0,ns,379156
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,1835100.0,ns,758312
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,2699700.0,ns,1137468
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,3529500.0,ns,1516624
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,4661900.0,ns,1895780
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,5888600.0,ns,2274936
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,6838600.0,ns,2654092
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,8153200.0,ns,3033248
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,10427900.0,ns,3412404
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,9256900.0,ns,3791560
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,10054400.0,ns,4170716
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,12294000.0,ns,4549872
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,14088100.0,ns,4929028
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,15089400.0,ns,5308184
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,14828700.0,ns,5687340
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,17665100.0,ns,6066496
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,16716300.0,ns,6445652
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,16265300.0,ns,6824808
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,17650600.0,ns,7203964
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,18302600.0,ns,7583120
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,19367500.0,ns,7962276
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,19857200.0,ns,8341432
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,21197700.0,ns,8720588
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,22056200.0,ns,9099744
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,27124200.0,ns,9478900
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,24521500.0,ns,9858056
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,25038300.0,ns,10237212
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,25536800.0,ns,10616368
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,26917500.0,ns,10995524
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,27372200.0,ns,11374680
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,27789700.0,ns,11753836
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,28998100.0,ns,12132992
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,37925900.0,ns,12512148
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,32389300.0,ns,12891304
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,37744500.0,ns,13270460
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,39658700.0,ns,13649616
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,34098800.0,ns,14028772
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,41978700.0,ns,14407928
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,35655200.0,ns,14787084
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,38540400.0,ns,15166240
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,47313400.0,ns,15545396
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,43888100.0,ns,15924552
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,46803400.0,ns,16303708
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,46532900.0,ns,16682864
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,53224200.0,ns,17062020
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,46240100.0,ns,17441176
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,47288900.0,ns,17820332
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,51890000.0,ns,18199488
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,51670900.0,ns,18578644
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,54580900.0,ns,18957800
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,59655400.0,ns,19336956
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,49909200.0,ns,19716112
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,66505100.0,ns,20095268
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,56679900.0,ns,20474424
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,54124800.0,ns,20853580
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,56842100.0,ns,21232736
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,56569300.0,ns,21611892
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,61152600.0,ns,21991048
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,56600500.0,ns,22370204
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,55315400.0,ns,22749360
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,70304800.0,ns,23128516
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,67141800.0,ns,23507672
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,62999800.0,ns,23886828
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,58777700.0,ns,24265984
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,61359800.0,ns,24645140
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,60271400.0,ns,25024296
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,65538600.0,ns,25403452
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,61750400.0,ns,25782608
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,73779500.0,ns,26161764
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,72257700.0,ns,26540920
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,75598800.0,ns,26920076
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,66679100.0,ns,27299232
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,73359700.0,ns,27678388
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,68878600.0,ns,28057544
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,83054800.0,ns,28436700
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,104716300.0,ns,28815856
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,113409000.0,ns,29195012
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,83557200.0,ns,29574168
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,97577300.0,ns,29953324
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,96891400.0,ns,30332480
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,93649500.0,ns,30711636
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,124229800.0,ns,31090792
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,112222400.0,ns,31469948
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,115525500.0,ns,31849104
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,125588900.0,ns,32228260
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,102450300.0,ns,32607416
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,87421900.0,ns,32986572
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,86963300.0,ns,33365728
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,133353300.0,ns,33744884
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,108220800.0,ns,34124040
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,119173400.0,ns,34503196
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,109415500.0,ns,34882352
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,92000500.0,ns,35261508
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,91650900.0,ns,35640664
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,97138800.0,ns,36019820
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,98419200.0,ns,36398976
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,87846800.0,ns,36778132
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,95491400.0,ns,37157288
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,100413900.0,ns,37536444
i128 same input,i128 :: midpoint_via_cpp_20_std_implementation,,,,94048800.0,ns,37915600
