group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
i8 same input,i8 :: naive_midpoint,,,,1272800.0,ns,555539
i8 same input,i8 :: naive_midpoint,,,,1905300.0,ns,1111078
i8 same input,i8 :: naive_midpoint,,,,2596800.0,ns,1666617
i8 same input,i8 :: naive_midpoint,,,,3434500.0,ns,2222156
i8 same input,i8 :: naive_midpoint,,,,4315000.0,ns,2777695
i8 same input,i8 :: naive_midpoint,,,,5143400.0,ns,3333234
i8 same input,i8 :: naive_midpoint,,,,7047100.0,ns,3888773
i8 same input,i8 :: naive_midpoint,,,,6763100.0,ns,4444312
i8 same input,i8 :: naive_midpoint,,,,7548200.0,ns,4999851
i8 same input,i8 :: naive_midpoint,,,,8825100.0,ns,5555390
i8 same input,i8 :: naive_midpoint,,,,9442700.0,ns,6110929
i8 same input,i8 :: naive_midpoint,,,,10337400.0,ns,6666468
i8 same input,i8 :: naive_midpoint,,,,11088700.0,ns,7222007
i8 same input,i8 :: naive_midpoint,,,,11974900.0,ns,7777546
i8 same input,i8 :: naive_midpoint,,,,13015000.0,ns,8333085
i8 same input,i8 :: naive_midpoint,,,,13824800.0,ns,8888624
i8 same input,i8 :: naive_midpoint,,,,14679700.0,ns,9444163
i8 same input,i8 :: naive_midpoint,,,,15662500.0,ns,9999702
i8 same input,i8 :: naive_midpoint,,,,16443300.0,ns,10555241
i8 same input,i8 :: naive_midpoint,,,,17215300.0,ns,11110780
i8 same input,i8 :: naive_midpoint,,,,18192500.0,ns,11666319
i8 same input,i8 :: naive_midpoint,,,,18974800.0,ns,12221858
i8 same input,i8 :: naive_midpoint,,,,19812000.0,ns,12777397
i8 same input,i8 :: naive_midpoint,,,,35431000.0,ns,13332936
i8 same input,i8 :: naive_midpoint,,,,26423800.0,ns,13888475
i8 same input,i8 :: naive_midpoint,,,,21910000.0,ns,14444014
i8 same input,i8 :: naive_midpoint,,,,23054300.0,ns,14999553
i8 same input,i8 :: naive_midpoint,,,,25537100.0,ns,15555092
i8 same input,i8 :: naive_midpoint,,,,26070100.0,ns,16110631
i8 same input,i8 :: naive_midpoint,,,,27876800.0,ns,16666170
i8 same input,i8 :: naive_midpoint,,,,30328600.0,ns,17221709
i8 same input,i8 :: naive_midpoint,,,,44613200.0,ns,17777248
i8 same input,i8 :: naive_midpoint,,,,31825300.0,ns,18332787
i8 same input,i8 :: naive_midpoint,,,,44516800.0,ns,18888326
i8 same input,i8 :: naive_midpoint,,,,30298600.0,ns,19443865
i8 same input,i8 :: naive_midpoint,,,,30656300.0,ns,19999404
i8 same input,i8 :: naive_midpoint,,,,31805500.0,ns,20554943
i8 same input,i8 :: naive_midpoint,,,,33814000.0,ns,21110482
i8 same input,i8 :: naive_midpoint,,,,62401500.0,ns,21666021
i8 same input,i8 :: naive_midpoint,,,,49218400.0,ns,22221560
i8 same input,i8 :: naive_midpoint,,,,48413600.0,ns,22777099
i8 same input,i8 :: naive_midpoint,,,,33782400.0,ns,23332638
i8 same input,i8 :: naive_midpoint,,,,35861500.0,ns,23888177
i8 same input,i8 :: naive_midpoint,,,,37670100.0,ns,24443716
