group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,1156500.0,ns,500269
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,1936200.0,ns,1000538
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,2974200.0,ns,1500807
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,3896100.0,ns,2001076
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,4863200.0,ns,2501345
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,6146200.0,ns,3001614
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,6597600.0,ns,3501883
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,6772700.0,ns,4002152
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,8619000.0,ns,4502421
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,11630300.0,ns,5002690
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,10476600.0,ns,5502959
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,10760300.0,ns,6003228
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,11846100.0,ns,6503497
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,12759600.0,ns,7003766
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,14988800.0,ns,7504035
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,13778600.0,ns,8004304
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,16460500.0,ns,8504573
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,17294100.0,ns,9004842
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,17527200.0,ns,9505111
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,19121000.0,ns,10005380
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,19762400.0,ns,10505649
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,22712700.0,ns,11005918
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,23199300.0,ns,11506187
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,22238800.0,ns,12006456
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,23625000.0,ns,12506725
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,24175100.0,ns,13006994
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,25176300.0,ns,13507263
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,26168400.0,ns,14007532
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,26921100.0,ns,14507801
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,27819900.0,ns,15008070
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,28880900.0,ns,15508339
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,30396300.0,ns,16008608
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,37406900.0,ns,16508877
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,33259800.0,ns,17009146
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,33126400.0,ns,17509415
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,33530900.0,ns,18009684
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,34420700.0,ns,18509953
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,35854100.0,ns,19010222
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,36372000.0,ns,19510491
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,37176000.0,ns,20010760
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,40290600.0,ns,20511029
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,39476300.0,ns,21011298
i64 same input,i64 :: midpoint_via_primitive_promotion,,,,42358600.0,ns,21511567
