group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,1242900.0,ns,594102
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,2008500.0,ns,1188204
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,2920900.0,ns,1782306
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,4046700.0,ns,2376408
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,5426300.0,ns,2970510
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,5497300.0,ns,3564612
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,7207400.0,ns,4158714
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,8290600.0,ns,4752816
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,7908100.0,ns,5346918
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,9665700.0,ns,5941020
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,10247600.0,ns,6535122
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,10699000.0,ns,7129224
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,11436200.0,ns,7723326
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,12020300.0,ns,8317428
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,12753300.0,ns,8911530
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,15983800.0,ns,9505632
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,17477000.0,ns,10099734
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,17801500.0,ns,10693836
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,16587600.0,ns,11287938
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,17316300.0,ns,11882040
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,18557200.0,ns,12476142
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,20398300.0,ns,13070244
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,21289800.0,ns,13664346
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,21538800.0,ns,14258448
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,21354300.0,ns,14852550
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,31800600.0,ns,15446652
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,25104100.0,ns,16040754
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,25693500.0,ns,16634856
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,25811000.0,ns,17228958
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,26048800.0,ns,17823060
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,27028800.0,ns,18417162
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,28523200.0,ns,19011264
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,31167200.0,ns,19605366
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,31580100.0,ns,20199468
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,32558900.0,ns,20793570
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,31202100.0,ns,21387672
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,44242800.0,ns,21981774
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,33829600.0,ns,22575876
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,35369900.0,ns,23169978
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,37198500.0,ns,23764080
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,37776300.0,ns,24358182
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,42379300.0,ns,24952284
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,37741400.0,ns,25546386
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,37817600.0,ns,26140488
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,38915300.0,ns,26734590
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,46748600.0,ns,27328692
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,43513600.0,ns,27922794
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,41601700.0,ns,28516896
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,41898400.0,ns,29110998
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,43520200.0,ns,29705100
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,44635300.0,ns,30299202
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,64319600.0,ns,30893304
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,48916600.0,ns,31487406
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,54943000.0,ns,32081508
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,51039100.0,ns,32675610
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,50138600.0,ns,33269712
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,48959900.0,ns,33863814
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,61873800.0,ns,34457916
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,62420200.0,ns,35052018
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,54023600.0,ns,35646120
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,55117400.0,ns,36240222
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,55459700.0,ns,36834324
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,54129000.0,ns,37428426
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,55353300.0,ns,38022528
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,56086700.0,ns,38616630
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,58250100.0,ns,39210732
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,58030400.0,ns,39804834
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,58823600.0,ns,40398936
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,64433700.0,ns,40993038
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,60640900.0,ns,41587140
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,70978600.0,ns,42181242
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,72876700.0,ns,42775344
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,66635200.0,ns,43369446
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,66229500.0,ns,43963548
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,80109900.0,ns,44557650
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,77621200.0,ns,45151752
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,69184400.0,ns,45745854
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,80173500.0,ns,46339956
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,70770200.0,ns,46934058
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,72278300.0,ns,47528160
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,73300700.0,ns,48122262
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,70729200.0,ns,48716364
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,82546100.0,ns,49310466
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,75733100.0,ns,49904568
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,93409600.0,ns,50498670
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,79620200.0,ns,51092772
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,76270400.0,ns,51686874
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,82081200.0,ns,52280976
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,88280500.0,ns,52875078
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,85044300.0,ns,53469180
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,85166800.0,ns,54063282
i32 same input,i32 :: midpoint_via_naive_midpoint_diff,,,,84619900.0,ns,54657384
