group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,1987700.0,ns,655707
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,3219800.0,ns,1311414
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,4000300.0,ns,1967121
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,5247300.0,ns,2622828
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,5481700.0,ns,3278535
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,5888300.0,ns,3934242
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,6448600.0,ns,4589949
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,7559000.0,ns,5245656
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,8204900.0,ns,5901363
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,9618700.0,ns,6557070
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,10604200.0,ns,7212777
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,10894300.0,ns,7868484
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,12454700.0,ns,8524191
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,14476000.0,ns,9179898
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,14669000.0,ns,9835605
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,15271400.0,ns,10491312
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,15977300.0,ns,11147019
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,17593100.0,ns,11802726
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,18449500.0,ns,12458433
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,19168700.0,ns,13114140
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,19613400.0,ns,13769847
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,24972200.0,ns,14425554
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,22317400.0,ns,15081261
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,22473100.0,ns,15736968
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,23692400.0,ns,16392675
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,25356100.0,ns,17048382
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,25990500.0,ns,17704089
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,26971900.0,ns,18359796
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,29449500.0,ns,19015503
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,31719300.0,ns,19671210
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,32531700.0,ns,20326917
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,32417300.0,ns,20982624
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,33158500.0,ns,21638331
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,38422900.0,ns,22294038
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,88477000.0,ns,22949745
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,63759500.0,ns,23605452
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,68874900.0,ns,24261159
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,44584800.0,ns,24916866
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,48032700.0,ns,25572573
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,47497400.0,ns,26228280
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,64256000.0,ns,26883987
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,49902900.0,ns,27539694
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,52007800.0,ns,28195401
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,52514900.0,ns,28851108
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,47086400.0,ns,29506815
u8 same input,u8 :: midpoint_via_bitwise_ops,,,,49223700.0,ns,30162522
